"ts","username","platform","ms_played","conn_country","ip_addr_decrypted","user_agent_decrypted","master_metadata_track_name","master_metadata_album_artist_name","master_metadata_album_album_name","spotify_track_uri","episode_name","episode_show_name","spotify_episode_uri","reason_start","reason_end","shuffle","skipped","offline","offline_timestamp","incognito_mode"
"2015-10-11T18:46:57Z","1129081105","iOS 9.0.2 (iPhone6,2)",370760,"CH","178.197.228.141","unknown","Suliman","Infected Mushroom","Vicious Delicious","spotify:track:3w5lH18VTgWpVpXd5im236",null,null,null,"backbtn","trackdone",false,false,false,0,false
"2017-05-04T17:21:34Z","1129081105","iOS 10.3.1 (iPhone7,2)",185,"CH","178.197.234.51","unknown","Dimes","Bloodhound Gang","Hard-Off","spotify:track:7ujppwhl3JrUoBsKjLWADd",null,null,null,"fwdbtn","endplay",false,null,false,1493918493318,false
"2013-03-17T11:18:58Z","1129081105","iOS 6.1.2 (iPhone5,2)",14396,"CH","178.197.233.25","unknown","Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)","spotify:track:1CmUZGtH29Kx36C1Hleqlz",null,null,null,"trackdone","fwdbtn",true,true,false,0,false
"2015-01-04T19:29:09Z","1129081105","iOS 8.1.2 (iPhone6,2)",2229,"CH","178.197.228.102","unknown","I'm Your Pusher","Scooter","20 Years of Hardcore","spotify:track:3ES5cayNFARmE8AkATTE0V",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,false
"2015-10-30T15:18:37Z","1129081105","iOS 9.0.2 (iPhone6,2)",228666,"IT","80.80.166.147","unknown","Almost Paradise (feat. Ann Wilson) - Love Theme from ""Footloose""","Mike Reno","Footloose (15th Anniversary Collectors' Edition)","spotify:track:3HI7oXJcgIXOhhPBvONWFo",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2017-12-23T16:26:22Z","1129081105","iOS 11.2.1 (iPhone8,1)",137322,"CH","178.197.236.106","unknown","Legalize Me","Prophets Of Rage","Prophets Of Rage","spotify:track:36VaKy59cfzvxJidGoqefB",null,null,null,"clickrow","endplay",true,null,false,1514046243463,false
"2013-04-05T18:38:39Z","1129081105","iOS 6.1.3 (iPhone5,2)",195986,"UA","93.73.100.50","unknown","Sweat - Remix","Snoop Dogg","Sweat (Snoop Dogg Vs. David Guetta)","spotify:track:0R7YVi7w41Dr9jU5vblAok",null,null,null,"trackdone","endplay",true,false,true,0,false
"2020-01-01T00:52:16Z","1129081105","iOS 13.3 (iPhone9,3)",121417,"CH","178.197.226.231","unknown","Runnin' Wild","Airbourne","Runnin' Wild","spotify:track:1wXuogT7bvqnhuWzDBNOdV",null,null,null,"backbtn","unexpected-exit-while-paused",true,null,false,1577809448044,false
"2017-04-18T18:05:11Z","1129081105","iOS 10.3.1 (iPhone7,2)",3668,"IE","79.140.223.10","unknown","Blau","Kraftklub","In Schwarz","spotify:track:5wA0nTnWYZb97FeQRuf2QQ",null,null,null,"fwdbtn","fwdbtn",true,null,true,1492443475057,false
"2021-09-03T05:26:06Z","1129081105","iOS 14.6 (iPhone13,1)",284200,"AT","193.43.158.229","unknown","The Real Slim Shady","Eminem","The Marshall Mathers LP","spotify:track:3yfqSUWxFvZELEM4PmlwIR",null,null,null,"trackdone","trackdone",false,null,true,1630596764382,false
"2022-01-11T15:39:10Z","1129081105","iOS 14.8.1 (iPhone13,1)",981,"ZA","41.174.131.34","unknown","Lose Yourself - From ""8 Mile"" Soundtrack","Eminem","Just Lose It","spotify:track:1v7L65Lzy0j0vdpRjJewt1",null,null,null,"fwdbtn","backbtn",false,null,false,1641915548834,false
"2015-02-03T10:58:57Z","1129081105","iOS 8.1.3 (iPhone6,2)",264426,"CH","178.197.233.85","unknown","Turn Out The Lights","Steel Panther","Feel The Steel","spotify:track:30c6q5PY6Kcn4u2YfgzEpO",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2014-12-23T14:31:57Z","1129081105","iOS 8.1.2 (iPhone6,2)",200724,"CH","178.197.226.70","unknown","Friends Turbo","Scooter","20 Years of Hardcore","spotify:track:2gFstBazrQEW6vgdd3JE9I",null,null,null,"backbtn","trackdone",true,false,false,0,false
"2014-05-15T12:33:03Z","1129081105","iOS 7.1.1 (iPhone5,2)",12678,"CH","178.197.237.27","unknown","The Letter","The Box Tops","The Letter/Neon Rainbow","spotify:track:6RJK553YhstRzyKA4mug09",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,false
"2016-12-02T09:54:27Z","1129081105","iOS 10.0.2 (iPhone7,2)",420040,"US","69.176.70.106","unknown","Quatuor pour la fin du temps (Quartet for the End of Time) (2008 - Remaster): Louange à l'éternité de Jésus","Olivier Messiaen","Messiaen: Quartet for the End of Time; Chronochromie","spotify:track:2Ow0yMUSccQ4vmfq8pyCCF",null,null,null,"trackdone","trackdone",false,null,false,0,false
"2022-08-05T13:12:44Z","1129081105","iOS 15.5 (iPhone13,1)",2901,"CH","178.197.200.59","unknown","Cisco Kid","Redman","420 Hits: Method Man & Redman","spotify:track:4BTz4WteGHSALrAsv36Llr",null,null,null,"backbtn","fwdbtn",true,null,false,1659705160728,false
"2018-10-08T14:05:16Z","1129081105","iOS 12.0 (iPhone8,1)",234706,"CH","178.197.234.227","unknown","Du hast","Rammstein","Made In Germany 1995 - 2011","spotify:track:4PdUZBnFKEixgSKsJMIbdd",null,null,null,"fwdbtn","trackdone",false,null,false,1539007267125,false
"2015-03-24T18:03:22Z","1129081105","iOS 8.1.3 (iPhone6,2)",215826,"CH","178.197.232.113","unknown","Eve Of Destruction","Barry McGuire","Eve Of Destruction","spotify:track:1Zi2ezNOqt9y9irC11xYpN",null,null,null,"fwdbtn","trackdone",true,false,false,0,false
"2014-01-03T16:09:44Z","1129081105","iOS 7.0.4 (iPhone5,2)",2275,"CH","178.197.239.16","unknown","Altes Fieber - Single Version","Slngle","Altes Fieber (Tribute to Die Toten Hosen)","spotify:track:1xW3jUurB0l4nuuCT21yEq",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,true
"2015-08-15T11:04:05Z","1129081105","iOS 8.4 (iPhone6,2)",210506,"CH","178.197.225.163","unknown","Endlich Nichtschwimmer","Dendemann","Die Pfütze des Eisbergs","spotify:track:6wPVkI9CBjGqfi96w9G6Nk",null,null,null,"clickrow","trackdone",true,false,false,0,false
"2016-05-07T12:18:32Z","1129081105","iOS 9.3.1 (iPhone6,2)",216146,"CH","178.197.235.116","unknown","Porzellan und Elefanten","Deichkind","Niveau Weshalb Warum","spotify:track:3UWMhUp0mY8BYN09mS7b63",null,null,null,"trackdone","trackdone",true,null,false,0,false
"2012-08-18T11:32:21Z","1129081105","OS X 10.7.4 [x86 4]",207333,"CH","84.72.36.80","unknown","Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg","Young, Wild & Free (feat. Bruno Mars)","spotify:track:5HQVUIKwCEXpe7JIHyY734",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2019-12-14T12:20:29Z","1129081105","iOS 12.4.1 (iPhone9,3)",239765,"CH","178.197.227.228","unknown","Old Thing Back (feat. Ja Rule and Ralph Tresvant)","Matoma","Old Thing Back (feat. Ja Rule and Ralph Tresvant)","spotify:track:6HTJZ0TQJVMSKkUGzAOe2h",null,null,null,"appload","trackdone",false,null,false,1576325787584,false
"2022-07-08T13:21:55Z","1129081105","Windows 10 (10.0.19044; x64; AppX)",8410,"CH","178.238.174.10","unknown","Italy National Anthem ""Il Canto Degli Italiani""","National Anthem Band","World Cup: National Anthems","spotify:track:4t5Q32doNHii3HUydfx4O1",null,null,null,"clickrow","endplay",false,null,false,1657286507996,false
"2017-10-20T10:02:51Z","1129081105","iOS 11.0.3 (iPhone7,2)",1230,"CH","178.197.225.68","unknown","The Line","Foo Fighters","Concrete and Gold","spotify:track:7hlLPJo0pxh1jQUERqf5O2",null,null,null,"clickrow","endplay",true,null,false,1508493768107,false
"2014-07-16T17:28:19Z","1129081105","iOS 7.1.1 (iPhone5,2)",162539,"CH","178.197.228.206","unknown","Biergarten Eden - Bonus","K.I.Z","Urlaub fürs Gehirn","spotify:track:3iX12qVvFi82TKO3k54mNC",null,null,null,"trackdone","fwdbtn",true,true,false,0,false
"2014-05-18T16:12:54Z","1129081105","WebPlayer (websocket RFC6455)",0,"CH","178.192.111.185","Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010%5f9%5f2)%20AppleWebKit%2f537.74.9%20(KHTML,%20like%20Gecko)%20Version%2f7.0.2%20Safari%2f537.74.9","Heartbreaker","Motörhead","Aftershock","spotify:track:7GwtlmQVrqyoggPraFXXvJ",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2021-11-28T13:51:43Z","1129081105","iOS 14.8.1 (iPhone13,1)",152956,"CH","178.197.216.8","unknown","Warp 1.9 (feat. Steve Aoki)","The Bloody Beetroots","ROMBORAMA","spotify:track:1YjoltHfLwCcatHe6xydrm",null,null,null,"fwdbtn","trackdone",false,null,false,1638107350275,false
"2022-03-17T16:14:26Z","1129081105","iOS 15.3.1 (iPhone13,1)",58862,"CH","178.197.217.61","unknown","Sunshine On My Shoulders","John Denver","Poems, Prayers and Promises","spotify:track:3m8lTUL5GxGUNSaycI77ND",null,null,null,"fwdbtn","fwdbtn",false,null,false,1647533606678,false
"2015-07-13T15:13:48Z","1129081105","iOS 8.4 (iPhone6,2)",235461,"CH","178.197.227.37","unknown","Love This Town","Dizzee Rascal","The Fifth","spotify:track:56pIVLIT0azZLjn0AFLUiR",null,null,null,"trackdone","backbtn",true,true,false,0,false
"2012-06-10T08:53:25Z","1129081105","iOS 5.1.1 (iPhone3,1)",171146,"CH","84.72.36.80",null,"The Happening","The Supremes","The Boat That Rocked","spotify:track:3Ajfnft8SCDCyPOlcfneEF",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2016-04-22T21:00:19Z","1129081105","iOS 9.2.1 (iPhone6,2)",1950,"CH","178.197.232.95","unknown","Last Resort","Papa Roach","To Be Loved: The Best Of Papa Roach","spotify:track:4V05j7HDUU2bZQwDOeIySh",null,null,null,"fwdbtn","fwdbtn",true,null,false,0,false
"2014-01-23T10:46:38Z","1129081105","iOS 7.0.4 (iPhone5,2)",7430,"CH","178.197.236.242","unknown","Omen","The Prodigy","Invaders Must Die","spotify:track:30adgohFHa9Di7pjFOBcC3",null,null,null,"trackdone","",true,true,false,0,false
"2017-09-30T23:47:59Z","1129081105","iOS 11.0.1 (iPhone7,2)",219253,"CH","178.197.233.102","unknown","X Gon' Give It To Ya","DMX","The Best Of DMX","spotify:track:2NeHnSFnwNp1Z5WYgcjJ8L",null,null,null,"trackdone","trackdone",false,null,false,1506815059112,false
"2017-03-17T05:30:20Z","1129081105","iOS 10.2.1 (iPhone7,2)",133111,"AL","178.132.216.73","unknown","Don't Wait - Chance The Rapper & The Social Experiment Remix","Mapei","Don't Wait (Remixes)","spotify:track:0yMr13hr1Zl5EhcieIcHa8",null,null,null,"trackdone","fwdbtn",false,null,false,1489728485648,false
"2015-09-15T16:36:44Z","1129081105","iOS 8.4.1 (iPhone6,2)",200293,"CH","178.197.226.167","unknown","Keep on Loving You","REO Speedwagon","Hi Infidelity (30th Anniversary Edition)","spotify:track:4rcHWl68ai6KvpXlc8vbnE",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2017-02-12T10:38:41Z","1129081105","iOS 10.2.1 (iPhone7,2)",261895,"AL","178.132.216.73","unknown","Miss Murder","AFI","DECEMBERUNDERGROUND","spotify:track:6A5M31nKvt6GYaGL7XpX2w",null,null,null,"clickrow","trackdone",true,null,false,1486895659758,false
"2022-06-09T19:03:22Z","1129081105","iOS 15.4.1 (iPhone13,1)",3242,"CH","178.238.174.89","unknown","Lightshy","Owl Vision","Doomster","spotify:track:44gibwThlUofw81awIqAlx",null,null,null,"backbtn","backbtn",false,null,false,1654801398606,false
"2012-12-21T01:58:57Z","1129081105","OS X 10.8.2 [x86 4]",4673,"CH","84.72.36.80","unknown","Young Girls","Bruno Mars","Unorthodox Jukebox","spotify:track:3G5iN5QBqMeXx3uZPy8tgB",null,null,null,"popup","popup",false,true,false,0,false
"2016-04-28T16:02:57Z","1129081105","iOS 9.3.1 (iPhone6,2)",165797,"CH","178.197.237.19","unknown","Stray Heart","Green Day","¡DOS!","spotify:track:2Q22sa3Y4lKXHHBBAxEhYY",null,null,null,"trackdone","unexpected-exit-while-paused",true,null,false,0,false
"2012-07-12T14:23:34Z","1129081105","iOS 5.1.1 (iPhone3,1)",1021,"CH","178.197.232.37","unknown","Tacatà - Radio Edit","Tacabro","Tacatà","spotify:track:6CmxVsnby9LFJN3sCWUrDx",null,null,null,"fwdbtn","backbtn",true,true,false,0,false
"2014-07-16T18:07:03Z","1129081105","iOS 7.1.1 (iPhone5,2)",18319,"CH","178.197.228.206","unknown","The Moose - Radio Edit","Rodlund & Hewie","The Moose","spotify:track:5hEzwhHXoi87wwiNjCkPY1",null,null,null,"backbtn","",true,true,false,0,false
"2021-10-08T15:47:46Z","1129081105","iOS 14.6 (iPhone13,1)",1088,"CD","169.159.215.24","unknown","Wind Of Change","Scorpions","Crazy World","spotify:track:3ovjw5HZZv43SxTwApooCM",null,null,null,"fwdbtn","fwdbtn",true,null,false,1633707996731,false
"2021-04-22T16:02:39Z","1129081105","iOS 14.4.2 (iPhone9,3)",304226,"CH","178.197.235.168","unknown","B.O.B. - Bombs Over Baghdad","Outkast","Stankonia","spotify:track:3WibbMr6canxRJXhNtAvLU",null,null,null,"trackdone","trackdone",false,null,false,1619107054205,false
"2019-06-15T19:23:12Z","1129081105","iOS 12.2 (iPhone8,1)",285898,"CH","85.2.10.59","unknown","Your Tongue's Got the Cat","Lordi","Your Tongue's Got the Cat","spotify:track:3iACOkH9sYQkQZciP9MmSY",null,null,null,"trackdone","trackdone",false,null,false,1560626305535,false
"2016-10-11T18:16:25Z","1129081105","iOS 10.0.1 (iPhone7,2)",29478,"CH","178.197.227.103","unknown","Another Brick In The Wall - Live From Denver/2014","Korn","The Paradigm Shift","spotify:track:7rjv5xllRmZb5GjPATr7If",null,null,null,"trackdone","backbtn",true,null,false,0,false
"2016-10-12T11:57:54Z","1129081105","iOS 10.0.1 (iPhone7,2)",270960,"CH","178.197.227.103","unknown","Here to Stay","Korn","Untouchables","spotify:track:5NHTtXGCdO7ul16xr0q93w",null,null,null,"trackdone","trackdone",false,null,false,0,false
"2013-02-06T17:53:23Z","1129081105","OS X 10.8.2 [x86 4]",219333,"CH","84.72.132.65","unknown","Father And Son","Yusuf / Cat Stevens","Remember Cat Stevens - The Ultimate Collection","spotify:track:5VHCuaWKIvt2lJ67tThw2W",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2018-09-08T13:40:55Z","1129081105","iOS 11.4.1 (iPhone8,1)",26377,"CH","178.197.235.188","unknown","Man's Not Hot","Big Shaq","Man's Not Hot","spotify:track:6X5OFBbrsHRsyO1zP7udgr",null,null,null,"clickrow","endplay",false,null,false,1536414027545,false
"2015-08-15T10:58:02Z","1129081105","iOS 8.4 (iPhone6,2)",0,"CH","178.197.225.163","unknown","Sensationell","Dendemann","Die Pfütze des Eisbergs","spotify:track:6qqSbyMmoWPqZBiNkWtOVd",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,false
"2015-09-05T17:11:06Z","1129081105","OS X 10.10.4 [x86 8]",200724,"CH","178.193.13.83","unknown","Friends Turbo","Scooter","20 Years of Hardcore","spotify:track:2gFstBazrQEW6vgdd3JE9I",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2017-05-17T12:19:15Z","1129081105","iOS 10.3.1 (iPhone7,2)",117640,"CH","178.197.232.159","unknown","The Only Thing That Matters","blink-182","California","spotify:track:6MwPuDc52KxhkPvccmU5rE",null,null,null,"trackdone","trackdone",false,null,false,1495023436690,false
"2019-07-11T17:34:10Z","1129081105","iOS 12.2 (iPhone8,1)",161383,"CH","178.197.235.54","unknown","Suavemente","Scooter","20 Years of Hardcore","spotify:track:40jwzuV94zLlDz4pYnQKkX",null,null,null,"trackdone","fwdbtn",true,null,false,1562866286593,false
"2019-04-23T05:16:27Z","1129081105","iOS 12.2 (iPhone8,1)",1439,"CH","178.197.234.52","unknown","In the End","Linkin Park","Hybrid Theory","spotify:track:60a0Rd6pjrkxjPbaKzXjfq",null,null,null,"fwdbtn","fwdbtn",true,null,false,1555996585545,false
"2013-06-08T13:55:29Z","1129081105","iOS 6.1.4 (iPhone5,2)",219512,"CH","178.197.224.52","unknown","Y.M.C.A","Village People","Vamos De Fiesta - Let's Go To The Party","spotify:track:355qbpf35myn397wClXTg8",null,null,null,"","trackdone",false,false,false,0,false
"2020-02-21T12:20:59Z","1129081105","iOS 13.3.1 (iPhone9,3)",489700,"CH","178.197.233.253","unknown","Fast Lane","Bad Meets Evil","Hell: The Sequel","spotify:track:2c5Isyd07hWsl7AQia2Dig",null,null,null,"backbtn","trackdone",true,null,false,1582287170227,false
"2013-12-01T07:07:15Z","1129081105","iOS 7.0.4 (iPhone5,2)",31021,"CH","178.197.236.39","unknown","Altes Fieber - Single Version","Slngle","Altes Fieber (Tribute to Die Toten Hosen)","spotify:track:1xW3jUurB0l4nuuCT21yEq",null,null,null,"trackdone","fwdbtn",true,true,false,0,false
"2014-08-22T20:59:21Z","1129081105","iOS 7.1.1 (iPhone5,2)",16207,"CH","92.104.125.217","unknown","Burning in the Skies - Live from Hamburg, 2011","Linkin Park","A Thousand Suns Live Around the World","spotify:track:2IRcemSQkebFFSJzKMPuJO",null,null,null,"trackdone","clickrow",true,true,false,0,false
"2015-07-15T11:09:06Z","1129081105","iOS 8.4 (iPhone6,2)",242679,"CH","178.197.236.19","unknown","Where Have You Been","Rihanna","Talk That Talk","spotify:track:1tjY4H0X706ZH03SXa1DFh",null,null,null,"clickrow","trackdone",true,false,false,0,false
"2018-10-13T19:57:14Z","1129081105","iOS 12.0 (iPhone8,1)",2182,"CH","83.77.43.99","unknown","Das gibt's nur heute (das kommt nie wieder)","Sabbotage","Das gibt's nur heute (das kommt nie wieder)","spotify:track:2HQvzojWvHDL1Kr5z8rzWx",null,null,null,"fwdbtn","fwdbtn",true,null,false,1539460630750,false
"2022-06-24T15:29:31Z","1129081105","iOS 15.4.1 (iPhone13,1)",207093,"CH","178.197.193.53","unknown","In Too Deep","Sum 41","All Killer, No Filler","spotify:track:1HNE2PX70ztbEl6MLxrpNL",null,null,null,"trackdone","trackdone",false,null,false,1656084363326,false
"2017-03-04T20:32:56Z","1129081105","iOS 10.2.1 (iPhone7,2)",225666,"CH","178.197.236.44","unknown","Milk It - Live In Seattle, WA. / 1993","Nirvana","From The Muddy Banks Of The Wishkah","spotify:track:1ZvMX2imgsMt83P6d7uaXc",null,null,null,"trackdone","trackdone",true,null,false,1488659350159,false
"2016-10-30T00:41:58Z","1129081105","iOS 10.0.2 (iPhone7,2)",306826,"CH","92.107.133.133","unknown","Simply the Best - Live in Arnhem","Tina Turner","Tina Live","spotify:track:1JLLDS0KN1ITeYL9ikHKIr",null,null,null,"trackdone","trackdone",false,null,false,0,false
"2012-11-23T15:49:30Z","1129081105","OS X 10.7.4 [x86 4]",270786,"CH","84.72.36.80","unknown","Poison","Alice Cooper","The Best Of Alice Cooper","spotify:track:39J10NL0mFTAdJbapoo2rC",null,null,null,"popup","trackdone",false,false,false,0,false
"2019-03-29T14:45:36Z","1129081105","iOS 12.1.4 (iPhone8,1)",270027,"CH","178.197.237.4","unknown","Es wird Zeit","Kollegah","Jung Brutal Gutaussehend XXX","spotify:track:7rcEoRvu7CxMR0GFpKDoR2",null,null,null,"fwdbtn","trackdone",false,null,false,1553870466507,false
"2019-09-06T16:52:15Z","1129081105","iOS 12.4.1 (iPhone9,3)",235373,"CH","178.197.226.113","unknown","Three Point One Four","Bloodhound Gang","Hooray For Boobies","spotify:track:2WQmyZjoqOQnIawOD2sT3C",null,null,null,"trackdone","trackdone",true,null,false,1567788498088,false
"2014-05-24T18:01:03Z","1129081105","iOS 7.1.1 (iPhone5,2)",236840,"CH","178.197.236.29","unknown","Baby's On Fire","Die Antwoord","TEN$ION","spotify:track:6wmScqdQNBgJ4w6hrKPeeQ",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2020-03-06T19:46:19Z","1129081105","iOS 13.3.1 (iPhone9,3)",5843,"CH","178.197.228.251","unknown","2000 Mädchen","Die Ärzte","Ist das alles? - 13 Höhepunkte mit den Ärzten","spotify:track:3J41gbfwNeYNvZyK82vVKe",null,null,null,"trackdone","fwdbtn",true,null,false,1583523971933,false
"2016-09-04T13:49:23Z","1129081105","iOS 9.3.2 (iPad4,4)",196940,"CH","85.2.169.245","unknown","I'll Be Your Only Friend","Flamman","Gabber Top 100","spotify:track:4VB13QwPgjJhTW0Bstpbg5",null,null,null,"trackdone","trackdone",true,null,false,0,false
"2019-05-09T04:36:32Z","1129081105","iOS 12.2 (iPhone8,1)",198800,"CH","178.197.235.98","unknown","The Kids Are Back","Twisted Sister","You Can't Stop Rock 'N' Roll","spotify:track:7xzmJPFQAn0O1ZYYtbGRlz",null,null,null,"trackdone","trackdone",true,null,false,1557376392405,false
"2015-07-08T11:54:15Z","1129081105","iOS 8.4 (iPhone6,2)",118607,"CH","178.197.235.190","unknown","Community Property","Steel Panther","Feel The Steel","spotify:track:2ATSUDZEm22fpm50qo3xks",null,null,null,"trackdone","endplay",true,true,false,0,false
"2013-06-09T14:42:14Z","1129081105","iOS 6.1.3 (iPad2,4)",1068,"CH","84.72.132.65","unknown","Uhn Tiss Uhn Tiss Uhn Tiss","Bloodhound Gang","Show Us Your Hits","spotify:track:0aiwJpWGZMZdfdhx9VPgg8",null,null,null,"fwdbtn","fwdbtn",false,true,false,0,false
"2015-05-29T13:31:13Z","1129081105","OS X 10.10.3 [x86 8]",313573,"US","173.163.164.166","unknown","Killing In The Name","Rage Against The Machine","Rage Against The Machine - XX (20th Anniversary Special Edition)","spotify:track:59WN2psjkt1tyaxjspN8fp",null,null,null,"clickrow","trackdone",false,false,false,0,false
"2014-01-12T17:22:57Z","1129081105","iOS 7.0.4 (iPhone5,2)",66873,"CH","178.197.227.118","unknown","Wake Me Up - Avicii Speed Remix","Avicii","Wake Me Up","spotify:track:5YU5C6hTOEeLhuLVZzsiYU",null,null,null,"trackdone","fwdbtn",true,true,false,0,false
"2014-02-20T17:40:29Z","1129081105","iOS 7.0.4 (iPhone5,2)",204661,"CH","178.197.236.117","unknown","Miami 2 Ibiza","Swedish House Mafia","Miami 2 Ibiza","spotify:track:56QCGK2tyUmlma8k94zLal",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2015-09-06T14:15:24Z","1129081105","OS X 10.10.4 [x86 8]",144466,"CH","178.193.13.83","unknown","Surfin' Bird - Original recording","The Trashmen","Surfin' Bird - EP","spotify:track:4M00DojNN1TQoKkfJpXhnk",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2017-01-04T09:18:28Z","1129081105","iOS 10.2 (iPhone7,2)",5843,"CH","178.197.235.130","unknown","Coming for You","The Offspring","Coming for You","spotify:track:1SZoPX6yKcuejHQ49DtDxr",null,null,null,"trackdone","fwdbtn",true,null,false,0,false
"2019-11-26T18:00:59Z","1129081105","iOS 12.4.1 (iPhone9,3)",50358,"CH","178.197.236.127","unknown","Boneshaker","Airbourne","Boneshaker","spotify:track:272RnVOeeuc8xE6jCpbRAe",null,null,null,"trackdone","fwdbtn",true,null,false,1574791207232,false
"2013-08-07T11:20:52Z","1129081105","iOS 6.1.4 (iPhone5,2)",21408,"IT","151.58.246.39","unknown","Conspiracy Of One","The Offspring","Conspiracy Of One","spotify:track:6SLdHp8NeNy2gfr1Zx3eIr",null,null,null,"fwdbtn","",true,true,false,0,false
"2016-09-04T13:01:30Z","1129081105","iOS 9.3.2 (iPad4,4)",215026,"CH","85.2.169.245","unknown","Good To Go - Radio Mix","Flamman & Abraxas","Gabber Top 100","spotify:track:4n0C4rePP55iIGGGa1Kwvd",null,null,null,"trackdone","trackdone",true,null,true,1,false
"2021-04-02T21:29:40Z","1129081105","iOS 14.4.2 (iPhone9,3)",284280,"CH","178.197.235.12","unknown","Hustlin' - Remix","Rick Ross","Port Of Miami","spotify:track:3ONiTtfQtVjcUq0Cz8bPLJ",null,null,null,"trackdone","trackdone",false,null,false,1617398694586,false
"2013-11-22T16:52:07Z","1129081105","OS X 10.9.0 [x86 4]",201800,"CH","92.104.187.84","unknown","Wish","Alien Ant Farm","Anthology","spotify:track:3a2J13Qj9knU0sl4lyWjyF",null,null,null,"popup","trackdone",false,false,false,0,false
"2022-06-24T06:30:33Z","1129081105","iOS 15.4.1 (iPhone13,1)",1365,"CH","178.197.193.53","unknown","She Hates Me","Puddle Of Mudd","Come Clean","spotify:track:16DhvbuyvJob4Q9GHNYu2n",null,null,null,"fwdbtn","fwdbtn",true,null,false,1656052231738,false
"2015-01-05T15:52:07Z","1129081105","iOS 8.1.2 (iPhone6,2)",222105,"CH","178.197.228.102","unknown","Maria (I Like It Loud)","Scooter","20 Years of Hardcore","spotify:track:7LHrwoTDiASsfXm58OGirc",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2016-01-15T14:56:04Z","1129081105","iOS 9.2 (iPhone6,2)",248560,"CH","178.197.228.200","unknown","Schüsse in die Luft","Kraftklub","In Schwarz","spotify:track:0eLYvViVpIkau96EI76L6z",null,null,null,"trackdone","trackdone",true,false,true,1,false
"2012-12-08T14:45:06Z","1129081105","OS X 10.7.5 [x86 4]",142466,"CH","84.72.36.80","unknown","Wouldn't It Be Nice","The Beach Boys","20 Great Love Songs","spotify:track:7h1GPeQupf9g614yiSeRDv",null,null,null,"fwdbtn","trackdone",false,false,false,0,false
"2022-04-14T10:03:49Z","1129081105","iOS 15.3.1 (iPhone13,1)",7291,"CH","178.197.205.232","unknown","Rammstein","Rammstein","Herzeleid","spotify:track:0Zfh4uDmJz3D44Qy9nYMqu",null,null,null,"fwdbtn","fwdbtn",true,null,false,1649930621563,false
"2013-07-14T11:18:25Z","1129081105","iOS 6.1.4 (iPhone5,2)",142000,"CH","178.197.224.25","unknown","The Ballad Of Chasey Lain","Bloodhound Gang","Show Us Your Hits","spotify:track:1qGblwIsQGnzRQL7M6c1UF",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2019-10-06T06:23:01Z","1129081105","iOS 12.4.1 (iPhone9,3)",231353,"CH","178.197.234.129","unknown","Sturmmaske auf (Intro)","Kollegah","Jung Brutal Gutaussehend XXX","spotify:track:0A36fhiySewWxiN2n2p0xq",null,null,null,"clickrow","trackdone",false,null,false,1570342750644,false
"2021-10-09T12:29:10Z","1129081105","iOS 14.6 (iPhone13,1)",90864,"CD","169.159.215.18","unknown","Sacrificial Suicide","Deicide","Deicide (Reissue)","spotify:track:2kW45RgvG6cGkyAfq9ZlsZ",null,null,null,"trackdone","fwdbtn",true,null,false,1633782456951,false
"2017-03-04T19:38:52Z","1129081105","iOS 10.2.1 (iPhone7,2)",236800,"CH","178.197.236.44","unknown","Risin' High - Def Core Grand Mix/Video Cut","H-Blockx","Time To Move","spotify:track:3fp6lABJ5aWMSqkqGp1NlS",null,null,null,"trackdone","trackdone",true,null,false,1488656094419,false
"2022-02-14T21:03:07Z","1129081105","iOS 14.8.1 (iPhone13,1)",164853,"CH","178.197.221.18","unknown","Paranoid","Weezer","Weezer (Teal Album)","spotify:track:3n8bWAjDqrAscPTHoCVY3U",null,null,null,"clickrow","trackdone",true,null,false,1644872423207,false
"2013-04-25T18:07:10Z","1129081105","iOS 6.1.3 (iPhone5,2)",46068,"CH","178.197.234.123","unknown","November Rain","Guns N' Roses","Greatest Hits","spotify:track:614dpc6m0q6YGFmGchFGx1",null,null,null,"trackdone","",true,true,false,0,false
